,neighborhood,category,year,time,value
4975,Back Bay,Disorderly Conduct,2017,08,1
4976,Back Bay,Disorderly Conduct,2017,10,1
4977,Back Bay,Disorderly Conduct,2017,11,2
4978,Back Bay,Disorderly Conduct,2017,14,1
4979,Back Bay,Disorderly Conduct,2017,15,1
4980,Back Bay,Disorderly Conduct,2017,16,1
4981,Back Bay,Disorderly Conduct,2017,17,4
4982,Back Bay,Disorderly Conduct,2017,19,1
4983,Back Bay,Disorderly Conduct,2017,20,3
4984,Back Bay,Disorderly Conduct,2017,21,1
4985,Back Bay,Disorderly Conduct,2017,22,3
4986,Back Bay,Disorderly Conduct,2017,23,1
4987,Back Bay,Disorderly Conduct,2018,00,2
4988,Back Bay,Disorderly Conduct,2018,01,4
4989,Back Bay,Disorderly Conduct,2018,02,1
4990,Back Bay,Disorderly Conduct,2018,03,1
4991,Back Bay,Disorderly Conduct,2018,05,1
4992,Back Bay,Disorderly Conduct,2018,07,1
4993,Back Bay,Disorderly Conduct,2018,10,2
4994,Back Bay,Disorderly Conduct,2018,11,1
4995,Back Bay,Disorderly Conduct,2018,13,2
4996,Back Bay,Disorderly Conduct,2018,14,2
4997,Back Bay,Disorderly Conduct,2018,16,1
4998,Back Bay,Disorderly Conduct,2018,17,3
4999,Back Bay,Disorderly Conduct,2018,19,4
5000,Back Bay,Disorderly Conduct,2018,21,1
5001,Back Bay,Disorderly Conduct,2019,00,1
5002,Back Bay,Disorderly Conduct,2019,05,1
5003,Back Bay,Disorderly Conduct,2019,10,2
5004,Back Bay,Disorderly Conduct,2019,14,2
5005,Back Bay,Disorderly Conduct,2019,16,1
5006,Back Bay,Disorderly Conduct,2019,17,3
5007,Back Bay,Disorderly Conduct,2019,19,2
5008,Back Bay,Disorderly Conduct,2019,20,1
5009,Back Bay,Disorderly Conduct,2019,23,2
5010,Back Bay,Drug Violation,2012,01,1
5011,Back Bay,Drug Violation,2013,01,2
5012,Back Bay,Drug Violation,2013,09,1
5013,Back Bay,Drug Violation,2013,11,1
5014,Back Bay,Drug Violation,2013,12,2
5015,Back Bay,Drug Violation,2014,03,1
5016,Back Bay,Drug Violation,2014,08,1
5017,Back Bay,Drug Violation,2014,10,1
5018,Back Bay,Drug Violation,2014,11,3
5019,Back Bay,Drug Violation,2014,12,1
5020,Back Bay,Drug Violation,2015,00,1
5021,Back Bay,Drug Violation,2015,02,4
5022,Back Bay,Drug Violation,2015,03,2
5023,Back Bay,Drug Violation,2015,07,1
5024,Back Bay,Drug Violation,2015,08,1
5025,Back Bay,Drug Violation,2015,09,1
5026,Back Bay,Drug Violation,2015,10,1
5027,Back Bay,Drug Violation,2015,11,4
5028,Back Bay,Drug Violation,2015,12,4
5029,Back Bay,Drug Violation,2015,13,1
5030,Back Bay,Drug Violation,2015,14,3
5031,Back Bay,Drug Violation,2015,15,1
5032,Back Bay,Drug Violation,2015,16,4
5033,Back Bay,Drug Violation,2015,17,1
5034,Back Bay,Drug Violation,2015,18,5
5035,Back Bay,Drug Violation,2015,19,1
5036,Back Bay,Drug Violation,2015,21,4
5037,Back Bay,Drug Violation,2016,00,3
5038,Back Bay,Drug Violation,2016,09,2
5039,Back Bay,Drug Violation,2016,11,3
5040,Back Bay,Drug Violation,2016,12,3
5041,Back Bay,Drug Violation,2016,13,1
5042,Back Bay,Drug Violation,2016,14,1
5043,Back Bay,Drug Violation,2016,15,4
5044,Back Bay,Drug Violation,2016,16,3
5045,Back Bay,Drug Violation,2016,17,2
5046,Back Bay,Drug Violation,2016,18,3
5047,Back Bay,Drug Violation,2016,19,3
5048,Back Bay,Drug Violation,2016,20,3
5049,Back Bay,Drug Violation,2016,21,5
5050,Back Bay,Drug Violation,2016,22,2
5051,Back Bay,Drug Violation,2017,01,1
5052,Back Bay,Drug Violation,2017,02,3
5053,Back Bay,Drug Violation,2017,03,1
5054,Back Bay,Drug Violation,2017,11,1
5055,Back Bay,Drug Violation,2017,12,5
5056,Back Bay,Drug Violation,2017,13,5
5057,Back Bay,Drug Violation,2017,14,2
5058,Back Bay,Drug Violation,2017,15,8
5059,Back Bay,Drug Violation,2017,16,3
5060,Back Bay,Drug Violation,2017,17,3
5061,Back Bay,Drug Violation,2017,18,2
5062,Back Bay,Drug Violation,2017,19,3
5063,Back Bay,Drug Violation,2017,20,1
5064,Back Bay,Drug Violation,2017,21,2
5065,Back Bay,Drug Violation,2017,22,1
5066,Back Bay,Drug Violation,2018,00,7
5067,Back Bay,Drug Violation,2018,01,1
5068,Back Bay,Drug Violation,2018,02,1
5069,Back Bay,Drug Violation,2018,07,1
5070,Back Bay,Drug Violation,2018,09,1
5071,Back Bay,Drug Violation,2018,12,5
5072,Back Bay,Drug Violation,2018,13,2
5073,Back Bay,Drug Violation,2018,14,5
5074,Back Bay,Drug Violation,2018,16,2
5075,Back Bay,Drug Violation,2018,17,9
5076,Back Bay,Drug Violation,2018,18,9
5077,Back Bay,Drug Violation,2018,19,2
5078,Back Bay,Drug Violation,2018,20,6
5079,Back Bay,Drug Violation,2018,22,2
5080,Back Bay,Drug Violation,2019,05,1
5081,Back Bay,Drug Violation,2019,09,2
5082,Back Bay,Drug Violation,2019,10,1
5083,Back Bay,Drug Violation,2019,11,3
5084,Back Bay,Drug Violation,2019,12,2
5085,Back Bay,Drug Violation,2019,13,3
5086,Back Bay,Drug Violation,2019,14,2
5087,Back Bay,Drug Violation,2019,15,2
5088,Back Bay,Drug Violation,2019,16,3
5089,Back Bay,Drug Violation,2019,17,5
5090,Back Bay,Drug Violation,2019,18,4
5091,Back Bay,Drug Violation,2019,19,2
5092,Back Bay,Drug Violation,2019,20,2
5093,Back Bay,Drug Violation,2019,22,1
5094,Back Bay,Drug Violation,2019,23,1
5095,Back Bay,Embezzlement,2012,09,1
5096,Back Bay,Embezzlement,2012,10,1
5097,Back Bay,Embezzlement,2012,12,2
5098,Back Bay,Embezzlement,2013,01,2
5099,Back Bay,Embezzlement,2013,10,1
5100,Back Bay,Embezzlement,2013,11,2
5101,Back Bay,Embezzlement,2013,12,7
5102,Back Bay,Embezzlement,2014,01,1
5103,Back Bay,Embezzlement,2014,05,1
5104,Back Bay,Embezzlement,2014,06,2
5105,Back Bay,Embezzlement,2014,07,2
5106,Back Bay,Embezzlement,2014,08,1
5107,Back Bay,Embezzlement,2014,10,2
5108,Back Bay,Embezzlement,2014,12,2
5109,Back Bay,Embezzlement,2015,00,1
5110,Back Bay,Embezzlement,2015,03,1
5111,Back Bay,Embezzlement,2015,05,1
5112,Back Bay,Embezzlement,2015,08,2
5113,Back Bay,Embezzlement,2015,11,1
5114,Back Bay,Embezzlement,2015,12,3
5115,Back Bay,Embezzlement,2015,15,2
5116,Back Bay,Embezzlement,2015,16,1
5117,Back Bay,Embezzlement,2015,19,1
5118,Back Bay,Embezzlement,2016,00,1
5119,Back Bay,Embezzlement,2016,01,1
5120,Back Bay,Embezzlement,2016,08,2
5121,Back Bay,Embezzlement,2016,10,1
5122,Back Bay,Embezzlement,2016,11,1
5123,Back Bay,Embezzlement,2016,12,3
5124,Back Bay,Embezzlement,2016,16,1
5125,Back Bay,Embezzlement,2016,18,1
5126,Back Bay,Embezzlement,2016,20,1
5127,Back Bay,Embezzlement,2016,21,1
5128,Back Bay,Embezzlement,2016,22,1
5129,Back Bay,Embezzlement,2017,00,1
5130,Back Bay,Embezzlement,2017,09,2
5131,Back Bay,Embezzlement,2017,12,1
5132,Back Bay,Embezzlement,2017,13,1
5133,Back Bay,Embezzlement,2017,15,1
5134,Back Bay,Embezzlement,2017,18,1
5135,Back Bay,Embezzlement,2017,19,3
5136,Back Bay,Embezzlement,2018,08,1
5137,Back Bay,Embezzlement,2018,12,2
5138,Back Bay,Embezzlement,2018,13,1
5139,Back Bay,Embezzlement,2018,14,2
5140,Back Bay,Embezzlement,2018,17,3
5141,Back Bay,Embezzlement,2018,19,1
5142,Back Bay,Embezzlement,2018,20,1
5143,Back Bay,Embezzlement,2019,13,2
5144,Back Bay,Embezzlement,2019,18,1
5145,Back Bay,Evading Fare,2012,01,1
5146,Back Bay,Evading Fare,2012,02,1
5147,Back Bay,Evading Fare,2012,03,2
5148,Back Bay,Evading Fare,2012,05,1
5149,Back Bay,Evading Fare,2012,08,1
5150,Back Bay,Evading Fare,2012,09,2
5151,Back Bay,Evading Fare,2012,11,2
5152,Back Bay,Evading Fare,2013,01,2
5153,Back Bay,Evading Fare,2013,02,1
5154,Back Bay,Evading Fare,2013,06,1
5155,Back Bay,Evading Fare,2013,08,2
5156,Back Bay,Evading Fare,2013,09,1
5157,Back Bay,Evading Fare,2013,10,1
5158,Back Bay,Evading Fare,2013,11,1
5159,Back Bay,Evading Fare,2014,02,1
5160,Back Bay,Evading Fare,2014,05,1
5161,Back Bay,Evading Fare,2014,07,3
5162,Back Bay,Evading Fare,2014,09,1
5163,Back Bay,Evading Fare,2014,10,2
5164,Back Bay,Evading Fare,2014,11,1
5165,Back Bay,Evading Fare,2014,12,2
5166,Back Bay,Evading Fare,2015,03,1
5167,Back Bay,Evading Fare,2015,06,2
5168,Back Bay,Evading Fare,2015,09,1
5169,Back Bay,Evading Fare,2015,12,0
5170,Back Bay,Evading Fare,2015,13,1
5171,Back Bay,Evading Fare,2015,14,1
5172,Back Bay,Evading Fare,2015,16,1
5173,Back Bay,Evading Fare,2015,17,1
5174,Back Bay,Evading Fare,2015,21,1
5175,Back Bay,Evading Fare,2016,02,2
5176,Back Bay,Evading Fare,2016,07,1
5177,Back Bay,Evading Fare,2016,14,2
5178,Back Bay,Evading Fare,2016,15,1
5179,Back Bay,Evading Fare,2016,18,2
5180,Back Bay,Evading Fare,2016,19,2
5181,Back Bay,Evading Fare,2016,23,1
5182,Back Bay,Evading Fare,2017,02,1
5183,Back Bay,Evading Fare,2017,13,1
5184,Back Bay,Evading Fare,2017,15,1
5185,Back Bay,Evading Fare,2017,18,1
5186,Back Bay,Evading Fare,2017,22,1
5187,Back Bay,Evading Fare,2017,23,1
5188,Back Bay,Evading Fare,2018,13,1
5189,Back Bay,Evading Fare,2018,21,1
5190,Back Bay,Evading Fare,2019,15,1
5191,Back Bay,Evading Fare,2019,18,1
5192,Back Bay,Evading Fare,2019,20,1
5193,Back Bay,Explosives,2014,04,1
5194,Back Bay,Explosives,2015,10,1
5195,Back Bay,Fire Related Reports,2015,14,1
5196,Back Bay,Fire Related Reports,2015,21,2
5197,Back Bay,Fire Related Reports,2016,00,1
5198,Back Bay,Fire Related Reports,2016,01,1
5199,Back Bay,Fire Related Reports,2016,07,1
5200,Back Bay,Fire Related Reports,2016,10,1
5201,Back Bay,Fire Related Reports,2016,11,2
5202,Back Bay,Fire Related Reports,2016,13,1
5203,Back Bay,Fire Related Reports,2016,15,1
5204,Back Bay,Fire Related Reports,2016,16,1
5205,Back Bay,Fire Related Reports,2016,17,3
5206,Back Bay,Fire Related Reports,2016,18,3
5207,Back Bay,Fire Related Reports,2016,20,1
5208,Back Bay,Fire Related Reports,2016,22,1
5209,Back Bay,Fire Related Reports,2017,09,1
5210,Back Bay,Fire Related Reports,2017,12,3
5211,Back Bay,Fire Related Reports,2017,16,4
5212,Back Bay,Fire Related Reports,2017,18,1
5213,Back Bay,Fire Related Reports,2017,22,1
5214,Back Bay,Fire Related Reports,2017,23,1
5215,Back Bay,Fire Related Reports,2018,00,1
5216,Back Bay,Fire Related Reports,2018,01,3
5217,Back Bay,Fire Related Reports,2018,05,1
5218,Back Bay,Fire Related Reports,2018,08,1
5219,Back Bay,Fire Related Reports,2018,12,2
5220,Back Bay,Fire Related Reports,2018,13,1
5221,Back Bay,Fire Related Reports,2018,17,2
5222,Back Bay,Fire Related Reports,2018,18,1
5223,Back Bay,Fire Related Reports,2018,19,2
5224,Back Bay,Fire Related Reports,2018,20,2
5225,Back Bay,Fire Related Reports,2018,23,1
5226,Back Bay,Fire Related Reports,2019,02,1
5227,Back Bay,Fire Related Reports,2019,07,1
5228,Back Bay,Fire Related Reports,2019,13,2
5229,Back Bay,Fire Related Reports,2019,19,1
5230,Back Bay,Fire Related Reports,2019,21,1
5231,Back Bay,Fire Related Reports,2019,23,2
5232,Back Bay,Firearm Discovery,2013,02,1
5233,Back Bay,Firearm Discovery,2014,03,1
5234,Back Bay,Firearm Discovery,2015,01,1
5235,Back Bay,Firearm Discovery,2015,06,1
5236,Back Bay,Firearm Discovery,2015,10,2
5237,Back Bay,Firearm Discovery,2016,00,2
5238,Back Bay,Firearm Discovery,2016,15,1
5239,Back Bay,Firearm Discovery,2016,19,1
5240,Back Bay,Firearm Discovery,2017,02,1
5241,Back Bay,Firearm Discovery,2017,09,1
5242,Back Bay,Firearm Discovery,2017,11,2
5243,Back Bay,Firearm Discovery,2017,12,1
5244,Back Bay,Firearm Discovery,2019,11,1
5245,Back Bay,Firearm Discovery,2019,14,1
5246,Back Bay,Firearm Violations,2012,01,1
5247,Back Bay,Firearm Violations,2012,02,1
5248,Back Bay,Firearm Violations,2012,03,1
5249,Back Bay,Firearm Violations,2012,05,1
5250,Back Bay,Firearm Violations,2012,07,1
5251,Back Bay,Firearm Violations,2012,10,1
5252,Back Bay,Firearm Violations,2013,01,2
5253,Back Bay,Firearm Violations,2013,02,2
5254,Back Bay,Firearm Violations,2013,03,4
5255,Back Bay,Firearm Violations,2013,04,1
5256,Back Bay,Firearm Violations,2013,05,2
5257,Back Bay,Firearm Violations,2013,06,2
5258,Back Bay,Firearm Violations,2013,07,2
5259,Back Bay,Firearm Violations,2013,08,1
5260,Back Bay,Firearm Violations,2013,09,4
5261,Back Bay,Firearm Violations,2013,10,2
5262,Back Bay,Firearm Violations,2013,11,2
5263,Back Bay,Firearm Violations,2014,01,1
5264,Back Bay,Firearm Violations,2014,02,2
5265,Back Bay,Firearm Violations,2014,03,1
5266,Back Bay,Firearm Violations,2014,04,2
5267,Back Bay,Firearm Violations,2014,06,1
5268,Back Bay,Firearm Violations,2014,07,4
5269,Back Bay,Firearm Violations,2014,08,1
5270,Back Bay,Firearm Violations,2014,09,1
5271,Back Bay,Firearm Violations,2014,10,1
5272,Back Bay,Firearm Violations,2014,11,1
5273,Back Bay,Firearm Violations,2014,12,3
5274,Back Bay,Firearm Violations,2015,05,2
5275,Back Bay,Firearm Violations,2015,08,3
5276,Back Bay,Firearm Violations,2015,09,1
5277,Back Bay,Firearm Violations,2015,10,2
5278,Back Bay,Firearm Violations,2015,17,1
5279,Back Bay,Firearm Violations,2015,20,1
5280,Back Bay,Firearm Violations,2016,22,1
5281,Back Bay,Firearm Violations,2017,08,1
5282,Back Bay,Firearm Violations,2017,10,1
5283,Back Bay,Firearm Violations,2017,11,1
5284,Back Bay,Firearm Violations,2017,12,2
5285,Back Bay,Firearm Violations,2017,16,1
5286,Back Bay,Firearm Violations,2017,17,2
5287,Back Bay,Firearm Violations,2017,18,1
5288,Back Bay,Firearm Violations,2017,20,3
5289,Back Bay,Firearm Violations,2018,00,1
5290,Back Bay,Firearm Violations,2018,10,1
5291,Back Bay,Firearm Violations,2018,12,1
5292,Back Bay,Firearm Violations,2018,16,1
5293,Back Bay,Firearm Violations,2018,17,1
5294,Back Bay,Firearm Violations,2018,20,1
5295,Back Bay,Firearm Violations,2019,02,2
5296,Back Bay,Firearm Violations,2019,08,1
5297,Back Bay,Firearm Violations,2019,10,1
5298,Back Bay,Firearm Violations,2019,12,1
5299,Back Bay,Firearm Violations,2019,14,1
5300,Back Bay,Firearm Violations,2019,15,1
5301,Back Bay,Firearm Violations,2019,18,1
5302,Back Bay,Firearm Violations,2019,20,1
5303,Back Bay,Fraud,2012,01,8
5304,Back Bay,Fraud,2012,02,5
5305,Back Bay,Fraud,2012,03,2
5306,Back Bay,Fraud,2012,04,3
5307,Back Bay,Fraud,2012,05,2
5308,Back Bay,Fraud,2012,06,1
5309,Back Bay,Fraud,2012,07,2
5310,Back Bay,Fraud,2012,08,6
5311,Back Bay,Fraud,2012,09,2
5312,Back Bay,Fraud,2012,10,5
5313,Back Bay,Fraud,2012,12,16
5314,Back Bay,Fraud,2013,01,12
5315,Back Bay,Fraud,2013,02,10
5316,Back Bay,Fraud,2013,03,8
5317,Back Bay,Fraud,2013,04,11
5318,Back Bay,Fraud,2013,05,7
5319,Back Bay,Fraud,2013,06,3
5320,Back Bay,Fraud,2013,07,4
5321,Back Bay,Fraud,2013,08,15
5322,Back Bay,Fraud,2013,09,13
5323,Back Bay,Fraud,2013,10,6
5324,Back Bay,Fraud,2013,11,15
5325,Back Bay,Fraud,2013,12,42
5326,Back Bay,Fraud,2014,01,17
5327,Back Bay,Fraud,2014,02,13
5328,Back Bay,Fraud,2014,03,10
5329,Back Bay,Fraud,2014,04,14
5330,Back Bay,Fraud,2014,05,8
5331,Back Bay,Fraud,2014,06,11
5332,Back Bay,Fraud,2014,07,9
5333,Back Bay,Fraud,2014,08,6
5334,Back Bay,Fraud,2014,09,12
5335,Back Bay,Fraud,2014,10,10
5336,Back Bay,Fraud,2014,11,12
5337,Back Bay,Fraud,2014,12,47
5338,Back Bay,Fraud,2015,00,4
5339,Back Bay,Fraud,2015,01,2
5340,Back Bay,Fraud,2015,02,2
5341,Back Bay,Fraud,2015,03,3
5342,Back Bay,Fraud,2015,04,3
5343,Back Bay,Fraud,2015,05,5
5344,Back Bay,Fraud,2015,06,4
5345,Back Bay,Fraud,2015,07,4
5346,Back Bay,Fraud,2015,08,4
5347,Back Bay,Fraud,2015,09,11
5348,Back Bay,Fraud,2015,10,7
5349,Back Bay,Fraud,2015,11,3
5350,Back Bay,Fraud,2015,12,19
5351,Back Bay,Fraud,2015,13,2
5352,Back Bay,Fraud,2015,14,3
5353,Back Bay,Fraud,2015,15,2
5354,Back Bay,Fraud,2015,16,4
5355,Back Bay,Fraud,2015,17,5
5356,Back Bay,Fraud,2015,18,5
5357,Back Bay,Fraud,2015,19,1
5358,Back Bay,Fraud,2015,20,1
5359,Back Bay,Fraud,2016,00,2
5360,Back Bay,Fraud,2016,07,1
5361,Back Bay,Fraud,2016,08,1
5362,Back Bay,Fraud,2016,09,3
5363,Back Bay,Fraud,2016,10,4
5364,Back Bay,Fraud,2016,11,9
5365,Back Bay,Fraud,2016,12,7
5366,Back Bay,Fraud,2016,13,9
5367,Back Bay,Fraud,2016,14,8
5368,Back Bay,Fraud,2016,15,5
5369,Back Bay,Fraud,2016,16,4
5370,Back Bay,Fraud,2016,17,6
5371,Back Bay,Fraud,2016,18,5
5372,Back Bay,Fraud,2016,19,4
5373,Back Bay,Fraud,2016,20,2
5374,Back Bay,Fraud,2016,21,5
5375,Back Bay,Fraud,2017,00,8
5376,Back Bay,Fraud,2017,03,1
5377,Back Bay,Fraud,2017,08,4
5378,Back Bay,Fraud,2017,09,5
5379,Back Bay,Fraud,2017,10,12
5380,Back Bay,Fraud,2017,11,4
5381,Back Bay,Fraud,2017,12,13
5382,Back Bay,Fraud,2017,13,4
5383,Back Bay,Fraud,2017,14,9
5384,Back Bay,Fraud,2017,15,5
5385,Back Bay,Fraud,2017,16,5
5386,Back Bay,Fraud,2017,17,5
5387,Back Bay,Fraud,2017,18,1
5388,Back Bay,Fraud,2017,19,2
5389,Back Bay,Fraud,2017,20,3
5390,Back Bay,Fraud,2017,21,1
5391,Back Bay,Fraud,2017,23,2
5392,Back Bay,Fraud,2018,00,11
5393,Back Bay,Fraud,2018,06,2
5394,Back Bay,Fraud,2018,08,3
5395,Back Bay,Fraud,2018,09,6
5396,Back Bay,Fraud,2018,10,10
5397,Back Bay,Fraud,2018,11,9
5398,Back Bay,Fraud,2018,12,7
5399,Back Bay,Fraud,2018,13,6
5400,Back Bay,Fraud,2018,14,7
5401,Back Bay,Fraud,2018,15,7
5402,Back Bay,Fraud,2018,16,6
5403,Back Bay,Fraud,2018,17,4
5404,Back Bay,Fraud,2018,18,1
5405,Back Bay,Fraud,2018,19,3
5406,Back Bay,Fraud,2018,20,4
5407,Back Bay,Fraud,2018,21,1
5408,Back Bay,Fraud,2018,22,2
5409,Back Bay,Fraud,2018,23,1
5410,Back Bay,Fraud,2019,00,6
5411,Back Bay,Fraud,2019,06,1
5412,Back Bay,Fraud,2019,07,1
5413,Back Bay,Fraud,2019,08,2
5414,Back Bay,Fraud,2019,09,1
5415,Back Bay,Fraud,2019,10,5
5416,Back Bay,Fraud,2019,11,9
5417,Back Bay,Fraud,2019,12,6
5418,Back Bay,Fraud,2019,13,7
5419,Back Bay,Fraud,2019,14,9
5420,Back Bay,Fraud,2019,15,2
5421,Back Bay,Fraud,2019,16,8
5422,Back Bay,Fraud,2019,17,5
5423,Back Bay,Fraud,2019,19,4
5424,Back Bay,Fraud,2019,20,1
5425,Back Bay,Gambling,2013,10,1
5426,Back Bay,Gambling,2014,03,1
5427,Back Bay,HOME INVASION,2016,02,1
5428,Back Bay,Harassment,2012,01,1
5429,Back Bay,Harassment,2012,08,1
5430,Back Bay,Harassment,2012,09,1
5431,Back Bay,Harassment,2012,10,1
5432,Back Bay,Harassment,2012,11,1
5433,Back Bay,Harassment,2013,02,1
5434,Back Bay,Harassment,2013,05,1
5435,Back Bay,Harassment,2013,07,2
5436,Back Bay,Harassment,2013,09,1
5437,Back Bay,Harassment,2013,11,1
5438,Back Bay,Harassment,2014,01,1
5439,Back Bay,Harassment,2014,03,1
5440,Back Bay,Harassment,2014,04,1
5441,Back Bay,Harassment,2014,09,1
5442,Back Bay,Harassment,2015,00,1
5443,Back Bay,Harassment,2015,02,1
5444,Back Bay,Harassment,2015,06,1
5445,Back Bay,Harassment,2015,08,1
5446,Back Bay,Harassment,2015,09,1
5447,Back Bay,Harassment,2015,10,1
5448,Back Bay,Harassment,2015,11,1
5449,Back Bay,Harassment,2015,12,1
5450,Back Bay,Harassment,2015,15,2
5451,Back Bay,Harassment,2015,16,1
5452,Back Bay,Harassment,2016,00,4
5453,Back Bay,Harassment,2016,04,1
5454,Back Bay,Harassment,2016,09,3
5455,Back Bay,Harassment,2016,10,3
5456,Back Bay,Harassment,2016,11,3
5457,Back Bay,Harassment,2016,12,4
5458,Back Bay,Harassment,2016,14,3
5459,Back Bay,Harassment,2016,16,3
5460,Back Bay,Harassment,2016,17,3
5461,Back Bay,Harassment,2016,18,1
5462,Back Bay,Harassment,2016,20,2
5463,Back Bay,Harassment,2016,21,1
5464,Back Bay,Harassment,2017,06,1
5465,Back Bay,Harassment,2017,07,1
5466,Back Bay,Harassment,2017,08,3
5467,Back Bay,Harassment,2017,09,1
5468,Back Bay,Harassment,2017,10,3
5469,Back Bay,Harassment,2017,11,4
5470,Back Bay,Harassment,2017,12,5
5471,Back Bay,Harassment,2017,13,2
5472,Back Bay,Harassment,2017,14,1
5473,Back Bay,Harassment,2017,15,2
5474,Back Bay,Harassment,2017,16,3
5475,Back Bay,Harassment,2017,18,3
5476,Back Bay,Harassment,2017,19,1
5477,Back Bay,Harassment,2017,20,1
5478,Back Bay,Harassment,2017,21,3
5479,Back Bay,Harassment,2017,23,1
5480,Back Bay,Harassment,2018,00,3
5481,Back Bay,Harassment,2018,01,1
5482,Back Bay,Harassment,2018,08,2
5483,Back Bay,Harassment,2018,09,2
5484,Back Bay,Harassment,2018,10,1
5485,Back Bay,Harassment,2018,11,1
5486,Back Bay,Harassment,2018,12,3
5487,Back Bay,Harassment,2018,13,2
5488,Back Bay,Harassment,2018,14,1
5489,Back Bay,Harassment,2018,15,1
5490,Back Bay,Harassment,2018,16,3
5491,Back Bay,Harassment,2018,20,4
5492,Back Bay,Harassment,2018,21,1
5493,Back Bay,Harassment,2018,22,2
5494,Back Bay,Harassment,2018,23,1
5495,Back Bay,Harassment,2019,00,4
5496,Back Bay,Harassment,2019,09,1
5497,Back Bay,Harassment,2019,12,3
5498,Back Bay,Harassment,2019,13,2
5499,Back Bay,Harassment,2019,14,1
5500,Back Bay,Harassment,2019,15,4
5501,Back Bay,Harassment,2019,16,1
5502,Back Bay,Harassment,2019,17,2
5503,Back Bay,Harassment,2019,19,1
5504,Back Bay,Harassment,2019,20,1
5505,Back Bay,Harassment,2019,22,2
5506,Back Bay,Homicide,2013,11,1
5507,Back Bay,INVESTIGATE PERSON,2016,19,1
5508,Back Bay,Investigate Person,2012,01,1
5509,Back Bay,Investigate Person,2012,03,2
5510,Back Bay,Investigate Person,2012,06,1
5511,Back Bay,Investigate Person,2012,09,1
5512,Back Bay,Investigate Person,2012,10,2
5513,Back Bay,Investigate Person,2012,11,1
5514,Back Bay,Investigate Person,2012,12,1
5515,Back Bay,Investigate Person,2013,01,3
5516,Back Bay,Investigate Person,2013,02,6
5517,Back Bay,Investigate Person,2013,05,1
5518,Back Bay,Investigate Person,2013,07,1
5519,Back Bay,Investigate Person,2013,08,1
5520,Back Bay,Investigate Person,2013,09,5
5521,Back Bay,Investigate Person,2013,10,1
5522,Back Bay,Investigate Person,2013,11,1
5523,Back Bay,Investigate Person,2014,01,2
5524,Back Bay,Investigate Person,2014,03,2
5525,Back Bay,Investigate Person,2014,05,2
5526,Back Bay,Investigate Person,2014,06,1
5527,Back Bay,Investigate Person,2014,07,2
5528,Back Bay,Investigate Person,2014,08,2
5529,Back Bay,Investigate Person,2014,09,1
5530,Back Bay,Investigate Person,2014,10,1
5531,Back Bay,Investigate Person,2014,11,2
5532,Back Bay,Investigate Person,2014,12,3
5533,Back Bay,Investigate Person,2015,00,3
5534,Back Bay,Investigate Person,2015,01,2
5535,Back Bay,Investigate Person,2015,02,1
5536,Back Bay,Investigate Person,2015,04,2
5537,Back Bay,Investigate Person,2015,05,1
5538,Back Bay,Investigate Person,2015,06,2
5539,Back Bay,Investigate Person,2015,07,1
5540,Back Bay,Investigate Person,2015,08,3
5541,Back Bay,Investigate Person,2015,09,3
5542,Back Bay,Investigate Person,2015,10,1
5543,Back Bay,Investigate Person,2015,11,10
5544,Back Bay,Investigate Person,2015,12,6
5545,Back Bay,Investigate Person,2015,13,7
5546,Back Bay,Investigate Person,2015,14,6
5547,Back Bay,Investigate Person,2015,15,3
5548,Back Bay,Investigate Person,2015,16,2
5549,Back Bay,Investigate Person,2015,17,3
5550,Back Bay,Investigate Person,2015,18,7
5551,Back Bay,Investigate Person,2015,19,1
5552,Back Bay,Investigate Person,2015,20,4
5553,Back Bay,Investigate Person,2015,21,3
5554,Back Bay,Investigate Person,2015,22,1
5555,Back Bay,Investigate Person,2015,23,1
5556,Back Bay,Investigate Person,2016,00,4
5557,Back Bay,Investigate Person,2016,01,4
5558,Back Bay,Investigate Person,2016,02,3
5559,Back Bay,Investigate Person,2016,03,3
5560,Back Bay,Investigate Person,2016,04,9
5561,Back Bay,Investigate Person,2016,05,1
5562,Back Bay,Investigate Person,2016,06,2
5563,Back Bay,Investigate Person,2016,07,3
5564,Back Bay,Investigate Person,2016,08,5
5565,Back Bay,Investigate Person,2016,09,7
5566,Back Bay,Investigate Person,2016,10,8
5567,Back Bay,Investigate Person,2016,11,11
5568,Back Bay,Investigate Person,2016,12,16
5569,Back Bay,Investigate Person,2016,13,14
5570,Back Bay,Investigate Person,2016,14,14
5571,Back Bay,Investigate Person,2016,15,8
5572,Back Bay,Investigate Person,2016,16,7
5573,Back Bay,Investigate Person,2016,17,12
5574,Back Bay,Investigate Person,2016,18,9
5575,Back Bay,Investigate Person,2016,19,11
5576,Back Bay,Investigate Person,2016,20,7
5577,Back Bay,Investigate Person,2016,21,5
5578,Back Bay,Investigate Person,2016,22,7
5579,Back Bay,Investigate Person,2016,23,4
5580,Back Bay,Investigate Person,2017,00,7
5581,Back Bay,Investigate Person,2017,01,8
5582,Back Bay,Investigate Person,2017,02,3
5583,Back Bay,Investigate Person,2017,03,1
5584,Back Bay,Investigate Person,2017,04,1
5585,Back Bay,Investigate Person,2017,05,2
5586,Back Bay,Investigate Person,2017,06,2
5587,Back Bay,Investigate Person,2017,07,1
5588,Back Bay,Investigate Person,2017,08,9
